Found,quasiharmonic,mode,:,phonon
T(K),volume,F(eV),S(J/K),H(J/K),a(-6/K),Cp(J/mol),Cv,Cpion,Bt(GPa),T_ph-D(K),T-D(K),F_el_atom,S_el_atom,C_el_atom,M_el,Seebeck_coefficients(10**-6,V/K),Lorenz_number(WOK^{-2}),Q_el,Q_p,Q_e,C_mu,W_p,W_e,Y_p,Y_e
1280,15.6979970210522,-5.077522773797992,63.862533060238206,-408162.428859658,1.901961572050812e-05,29.137640858793986,25.787180709646073,28.167895812121714,85.04589518926434,407.50704284421283,357.8689633972912,-0.005963948817706101,0.9206935483842027,0.9697450466722748,0.03028971666073605,31.975718960260544,2.6162795482215554e-08,0.03310434630462376,0.01784477128924137,0.015259565615036687,1.0076344280095844,0.019899507461794638,0.013204838842829128,0.02278943613974042,0.022789436139670924,0.8552585431840101,1.8484792919804138
1285,15.70247923219949,-5.080825642217276,63.976327777422505,-408015.56833915826,1.9045312672841206e-05,29.162221566988553,25.792717996945772,28.18803290214124,84.94248060215813,407.3124418094664,357.68336476750795,-0.006013352075272539,0.9247374210504266,0.9741886648473073,0.030446099040055997,31.9502039675733,2.616800061662872e-08,0.03324942379816034,0.017923174234396516,0.015326240161888641,1.0121831741505594,0.019988784171435934,0.013260639626724396,0.022888906900606482,0.022888906900537336,0.8513147224994174,1.8491723393136632
1290,15.70696879024247,-5.084135052443137,64.08977702577309,-407868.64671466243,1.90711183212544e-05,29.186870075813395,25.7982532650838,28.208226866522743,84.83882341586838,407.1175177684819,357.4974619187291,-0.006062980771252344,0.9287855580410872,0.97864320929065,0.03060229110993116,31.924149588968884,2.617334577674392e-08,0.03339463777117262,0.018001628714792047,0.015392999652972899,1.0167412333909778,0.020078101963286427,0.013316535807886193,0.022988466254727634,0.02298846625466383,0.8474012053387553,1.849866473532393
1295,15.711465726494495,-5.087450988896979,64.20288375135736,-407721.6638499397,1.9097033748509887e-05,29.21158722822302,25.803786819895237,28.22847844345577,84.73492255230384,406.9222695828568,357.3112535543366,-0.006112835261314273,0.9328379940033977,0.9831087847672526,0.030758288800535778,31.897559705159495,2.6178831263579932e-08,0.033539988998420533,0.01808013494759604,0.01545984464588124,1.0213087071457603,0.020167460796354793,0.013372528202065742,0.023088114631793548,0.02308811463173652,0.8435176329615197,1.8505617051615684
1300,15.715970072562381,-5.09077343616488,64.31565086953024,-407574.61960565276,1.9123060012061902e-05,29.236373856238483,25.80931896245242,28.24878836110733,84.63077692486229,406.72669609591566,357.12473836556086,-0.00616291590420362,0.9368947638417765,0.987585495131151,0.030914088044202648,31.87043815470011,2.6184457335082192e-08,0.03368547826727113,0.018158693156545672,0.015526775704243477,1.0258856960495844,0.020256860607435034,0.01342861765983609,0.023187852468134564,0.023187852468071743,0.839663655298929,1.8512580415895639
1305,15.720481860339985,-5.094102378996182,64.42808126538667,-407427.51383939915,1.9149198171756412e-05,29.26123079132098,25.814849989141774,28.26915734800635,84.52638545231542,406.5307961333706,356.93791503174657,-0.006213223061761333,0.9409559027119857,0.9920734433146313,0.03106968477526955,31.842788735094388,2.6190224206772896e-08,0.03383110637761556,0.018237303571880765,0.015593793397710899,1.0304722999459845,0.020346301368076684,0.013484805009538869,0.0232876802066679,0.023287680206610987,0.8358389278325208,1.8519554900497286
1310,15.72500112201854,-5.097437802302124,64.5401777942509,-407280.3464056946,1.9175449340206138e-05,29.28615887955198,25.820380191740224,28.289586148232658,84.42174698330267,406.33456850342264,356.7507822199247,-0.006263757098933952,0.9450214460167042,0.9965727313193185,0.03122507492946497,31.81461520387379,2.6196132052398733e-08,0.033976874141835416,0.01831596643033477,0.015660898301931587,1.0350686178784203,0.020435783064334488,0.013541091077500931,0.0233875982969328,0.023387598296882056,0.8320431083500412,1.8526540608202162
1315,15.729527890090054,-5.100779691154489,64.65194328213742,-407133.11715598125,1.9201814578566713e-05,29.31115894930856,25.825909857490846,28.310075489100974,84.31686042123518,406.1380119953448,356.5633385846716,-0.006314518383849707,0.949091429400387,1.0010834602075886,0.031380254443746404,31.7859212796657,2.62021810045967e-08,0.03412278238473721,0.018394681975078906,0.015728090998540768,1.0396747480816553,0.020525305652204996,0.01359747673253222,0.02348760719505084,0.02348760719500529,0.8282758641021204,1.8533537598611562
1320,15.73406219733568,-5.104128030784305,64.76338052616072,-406985.8259386932,1.922829498371629e-05,29.336231838659167,25.83143926917407,28.33062610856564,84.21172462575346,405.9411253808034,356.37558276859113,-0.0063655072877910335,0.9531658887434971,1.0056057300935288,0.031535219255947516,31.756710643288265,2.6208371155552053e-08,0.034268831943461704,0.01847345045566815,0.015795372075124166,1.0442907879727743,0.0206148691006429,0.013653962842818806,0.02358770736369461,0.023587707363652857,0.8245368655227773,1.8540545950732779
1325,15.738604076847807,-5.107482806580532,64.87449229503568,-406838.4725991902,1.9254891680800698e-05,29.361378394499766,25.83696870518078,28.351238754362694,84.10633845119384,405.7439074141108,356.18751340139914,-0.00641672418526964,0.9572448601587387,1.010139640137069,0.03168996530445059,31.726986938763414,2.621470255767262e-08,0.03441502366746027,0.018552272128018642,0.015862742125216964,1.0489168341452995,0.020704473418417964,0.013710550249042303,0.023687899272096146,0.02368789927206079,0.8208257860867537,1.8547565763946168
1330,15.74315356201803,-5.110844004088783,64.98528132946755,-406691.0569798251,1.928160576119496e-05,29.386599451530454,25.842498439582727,28.371914162994102,84.0007007831589,405.546356830002,355.9991291004223,-0.006468169453999248,0.9613283799854292,1.0146852885363502,0.03184448852782922,31.69675377439239,2.622117522425508e-08,0.034561358418401425,0.018631147254354396,0.015930201748263595,1.0535529823616607,0.02079411860951667,0.013767239808884757,0.02378818339601687,0.023788183395984572,0.8171423072524487,1.8554597106111999
1335,15.747710686544533,-5.114211609010101,65.09575034259431,-406543.5789199358,1.9308438350728354e-05,29.411895852330744,25.848028742200686,28.392653079808557,83.89481042251089,405.3484723460412,355.810428470292,-0.0065198434749846644,0.965416484784968,1.0192427725221862,0.03199878486460182,31.666014723774502,2.6227789130164e-08,0.03470783707011175,0.018710076103162526,0.01599775154960347,1.058199327547715,0.02088380466393388,0.013824032406177866,0.023888560217724484,0.02388856021769852,0.8134861144645438,1.8561640053611066
1340,15.752275484434067,-5.1175856071997226,65.20590202040474,-406396.03825585474,1.933539057658058e-05,29.437268440510593,25.853559878673092,28.413456252157737,83.78866620811098,405.15025266087935,355.62141010286246,-0.006571746632500718,0.9695092113362231,1.0238121883528561,0.032152850252832446,31.634773326833102,2.6234544212508473e-08,0.0348544605085109,0.01878905894915836,0.016065392140440872,1.0628559637876513,0.02097353160411706,0.013880928904393835,0.023989030225988046,0.02398903022596507,0.8098568975620603,1.8568694686325808
1345,15.756847990005632,-5.120965984665877,65.31573902215266,-406248.43482091464,1.9362463584776173e-05,29.46271806533882,25.859092110522408,28.434324434029243,83.68226697091704,404.9516964548608,355.4320725770585,-0.006623879314163009,0.9736065966309357,1.028393631309578,0.03230668062989705,31.603033090817593,2.6241440371323717e-08,0.03500122963154268,0.018868096073236237,0.016133124137825198,1.0675229843195615,0.021063299461565523,0.013937930169977159,0.024089593916048608,0.024089593916028742,0.8062543500776859,1.8575761094192882
1350,15.76142823789343,-5.124352727568602,65.42526398076286,-406100.7684454546,1.938965851505133e-05,29.488245571236956,25.864625695220365,28.455258375544258,83.57561150465656,404.7528023901973,355.24241445875293,-0.00667624191090637,0.9777086778692898,1.0329871956926953,0.03246027193213077,31.570797491302294,2.6248477470253533e-08,0.0351481453491087,0.018947187762431518,0.016200948164622635,1.0722004815317623,0.02115310826531138,0.01399503708379732,0.02419025178960851,0.02419025178959209,0.8026781720809215,1.858283934638402
1355,15.766016263044543,-5.127745822218608,65.53447950321599,-405953.03895684716,1.9416976507446107e-05,29.51385180324268,25.870160886252663,28.476258828424644,83.4686986361404,404.55356910953395,355.05243430086307,-0.006728834817039312,0.9818154924551825,1.0375929748180361,0.032613620094539164,31.538069973180566,2.6255655337232694e-08,0.03529520858298739,0.019026334309871183,0.016268864849484546,1.0768885469593146,0.02124295810477236,0.014052250478215032,0.024291004354803563,0.02429100435479134,0.7991280679984998,1.8589929513128611
1360,15.770612100726003,-5.131145255076134,65.64338817094956,-405805.24617949146,1.9444418753774436e-05,29.539537622028103,25.875697933181353,28.497326561013473,83.36152712397397,404.35399523798947,354.86213064305764,-0.006781658430290858,0.9859270779921638,1.0422110610146276,0.03276672105048625,31.504853951628736,2.626297376517322e-08,0.03544242026677319,0.019105536014736666,0.016336874826823913,1.0815872712818797,0.021332849042421904,0.014109571224351292,0.02439185212619181,0.024391852126182775,0.7956037440513618,1.8597031692306023
1365,15.775215786532634,-5.134551012749831,65.75199254026022,-405657.38993479457,1.9471986413393584e-05,29.565303877153994,25.881237081708356,28.518462331530856,83.25409576717244,404.1540793814207,354.6715020114324,-0.006834713151777381,0.9900434722795034,1.046841545623139,0.03291957073140015,31.471152813052605,2.6270432512653048e-08,0.03558978134581648,0.01918479318222589,0.016404978736793117,1.0862967443223128,0.021422781128461573,0.014167000217354913,0.024492795624740445,0.024492795624732902,0.7921049135052207,1.8604145952759568
1370,15.779827356376131,-5.13796308199568,65.86029514264004,-405509.47004123515,1.9499680670225845e-05,29.59115142453234,25.886778573735594,28.539666905538866,83.14640331478765,403.95382012612407,354.48054691896186,-0.006887999386098305,0.9941647133071837,1.0514845189934754,0.03307216506650086,31.436969916066563,2.6278031304598847e-08,0.03573729277712172,0.01926410612349467,0.016473177225240727,1.0910170550444798,0.021512754410373446,0.014224538366748267,0.024593835377785225,0.024593835377780593,0.7886312933527672,1.8611272368607052
1375,15.784446846503444,-5.1413814497159525,65.96829848519342,-405361.4863143098,1.952750272296514e-05,29.61708112640697,25.89232264742559,28.560941055921827,83.03844854576164,403.7532160402139,354.2892638647387,-0.006941517541332914,0.9982908392528179,1.0561400704851467,0.03322449998246527,31.402308592391968,2.6285769832975202e-08,0.03588495552931045,0.01934347515563414,0.01654147094369709,1.095748291553765,0.021602768958758185,0.014282186570552257,0.024694971919038602,0.024694971919037315,0.7851826034878698,1.8618411027507535
1380,15.789074293486022,-5.144806102958096,66.07600505096298,-405213.438566586,1.9555453768638592e-05,29.643093840607133,25.89786953726029,28.58228555214111,82.9302301666161,403.55226567233,354.0976513344186,-0.006995268029041601,1.0024218884768161,1.060808288466025,0.03337657140316154,31.36717214780896,2.6293647757466516e-08,0.03603277058251868,0.01942290060161231,0.016609860549330165,1.1004905410960637,0.021692824849737162,0.014339945732781518,0.024796205788548697,0.024796205788549602,0.781758570212362,1.8625561991889095
1385,15.793709734234026,-5.148237028913793,66.18341729932362,-405065.32660766615,1.9583535025118978e-05,29.669190435971295,25.903419474099966,28.603701175657733,82.82174696262497,403.35096755194144,353.9057077996319,-0.007049251264355852,1.0065578995198106,1.0654892603135593,0.03352837524869068,31.331563863063568,2.6301664706145654e-08,0.03618073892837504,0.019502382790308536,0.016678346704889123,1.1052438900592565,0.021782922150653843,0.0143978167777212,0.024897537532802556,0.024897537532606824,0.7783589210728348,1.8632725354159139
1390,15.798353205989846,-5.151674214917881,66.29053766630331,-404917.15024423046,1.9611747712001614e-05,29.695371777502135,25.90897268524053,28.625188705086668,82.71299762847498,403.1493201888327,353.71343171825214,-0.007103467665912216,1.0106989110958093,1.070183072415468,0.033679907437790285,31.295486994686122,2.6309820276243872e-08,0.036328861569801224,0.019581922056201656,0.016746930078816783,1.1100084239737646,0.021873060943662502,0.014455800626138713,0.02499896770426463,0.024998967704073716,0.774983389972979,1.8639901180298344
1395,15.803004746340719,-5.15511764844743,66.39736856496367,-404768.9092799993,1.9640093083576415e-05,29.721638744336513,25.91452939446996,28.646748934165206,82.60398088331485,402.9473220738313,353.52082153387346,-0.007157917655979546,1.0148449620926736,1.0748898101713087,0.03383116388364576,31.25894477599288,2.6318114034707524e-08,0.03647713952111407,0.019661518739717148,0.01681561134500443,1.1147842275148376,0.02196324132478829,0.014513898196325774,0.02510049686199622,0.02510049686185357,0.7716317118971107,1.864708956686329
1400,15.807664393215783,-5.1585673171207445,66.50391238572332,-404620.6035157597,1.9668572360752278e-05,29.747992201773922,25.920089822124396,28.668382643779516,82.49469543224225,402.7449716773526,353.3278756759326,-0.007212601660439402,1.0189960915661986,1.079609557994404,0.03398214049570998,31.221940417889556,2.632654551894665e-08,0.036625573807855874,0.019741173186973885,0.016884391182875415,1.1195713845044208,0.022053463384270094,0.014572110423585779,0.02520212557128859,0.025202125571150247,0.7683036295157353,1.8654290567473697
1405,15.81233218488608,-5.16202320869643,66.61017149668129,-404472.232749386,1.9697186811049765e-05,29.774433031865204,25.925654185142132,28.690090632550948,82.3851399578585,402.5422674510629,353.1345925597089,-0.007267520108800972,1.02315233873619,1.0843423993142556,0.034132833179667275,31.184477109728117,2.63351142375213e-08,0.03677416546670541,0.019820885749720185,0.01695327027736014,1.1243699779137628,0.02214372722061298,0.014630438246092439,0.02530385440360783,0.025303854403471455,0.7649988864131838,1.866150426672079
1410,15.817008159979073,-5.165485311072468,66.71614824398614,-404323.7967757881,1.9725937716793573e-05,29.80096212230784,25.93122269712017,28.711873705727267,82.27531314236975,402.3392078250721,352.9409705857229,-0.007322673434238455,1.0273137429843007,1.089088416580575,0.03428323783655369,31.146558020140997,2.634381967080624e-08,0.03692291554545309,0.019900656785360852,0.017022249318844128,1.129180089867705,0.02223403294265443,0.01468888260279867,0.025405683936683708,0.025405683936551144,0.7617172293548609,1.8668730754708607
1415,15.821692357472136,-5.168953612285318,66.8218449521279,-404175.29538696166,1.9754826340052565e-05,29.82758035237125,25.93679556836459,28.73373266110534,82.16521365965866,402.13579121167805,352.7470081400062,-0.007378062073643377,1.031480343849973,1.0938476912659068,0.03443335036260402,31.108186297885755,2.635266127166018e-08,0.03707182510290165,0.01998048665689574,0.017091329003130176,1.1340018016475293,0.022324380666174957,0.014747444436726686,0.02550761475446001,0.025507614754330776,0.7584584113486121,1.8675970091916454
1420,15.826384816697633,-5.1724281005090225,66.9272639242696,-404026.72837197094,1.9783853975373242e-05,29.854288612644744,25.94237300594613,28.755668308774542,82.05484015559371,401.9320160007823,352.55270359389107,-0.00743368646760527,1.0356521810273012,1.098620303870199,0.034583166649005515,31.06936507265789,2.636163846610659e-08,0.03722089520879598,0.02006037573287926,0.017160510031408747,1.1388351936957413,0.022414770503976746,0.014806124704819238,0.02560964744707471,0.025609647446947943,0.7552221875228777,1.8683222354498232
